Customer Name,Total Spent,Total Orders,Average Purchase,Average Monthly Spend,Average Monthly Orders,Last Ordered,Customer Since,Customer Lifetime
Customer1784,$14.46,1,$14.46,$0.35,0,"Sep 01, 2020","Sep 01, 2020",3 yrs 4 mos 13 dys
Customer7893,$14.44,1,$14.44,$0.23,0,"Oct 05, 2018","Oct 05, 2018",5 yrs 3 mos 9 dys
Customer7045,$14.44,1,$14.44,$2.41,0,"Jul 22, 2023","May 09, 2020",5 mos 23 dys
Customer1430,$14.44,1,$14.44,$0.80,0,"Jul 22, 2022","Aug 19, 2017",1 yr 5 mos 23 dys
Customer4039,$14.43,1,$14.43,$0.18,0,"May 24, 2017","May 24, 2017",6 yrs 7 mos 21 dys
Customer6931,$14.42,1,$14.42,$1.03,0,"Dec 12, 2022","Feb 28, 2018",1 yr 1 mo 2 dys
Customer2472,$981.56,20,$49.08,$10.67,0,"Nov 18, 2023","Nov 18, 2015",7 yrs 7 mos 8 dys
Customer9870,$226.66,2,$113.33,$7.82,0,"Dec 21, 2022","Aug 17, 2021",2 yrs 4 mos 12 dys
Customer2184,$14.41,1,$14.41,$1.44,0,"Apr 15, 2023","Dec 24, 2020",8 mos 30 dys
Customer9504,$14.40,1,$14.40,$2.88,0,"Sep 08, 2023","Apr 03, 2021",4 mos 6 dys
Customer2898,$14.40,2,$7.20,$0.31,0,"Apr 03, 2020","Mar 19, 2020",3 yrs 9 mos 26 dys
Customer3242,$14.39,1,$14.39,$0.42,0,"Apr 05, 2021","Dec 09, 2015",2 yrs 9 mos 9 dys
Customer4488,$14.38,2,$7.19,$0.38,0,"Dec 28, 2020","Nov 24, 2020",3 yrs 1 mo 21 dys
Customer1844,$14.37,1,$14.37,$0.57,0,"Dec 21, 2021","Jul 11, 2015",2 yrs 24 dys
Customer6112,$14.37,1,$14.37,$0.32,0,"Apr 29, 2020","Aug 24, 2016",3 yrs 8 mos 16 dys
Customer2160,$14.35,1,$14.35,$0.19,0,"Nov 24, 2017","Nov 24, 2017",6 yrs 1 mo 21 dys
Customer7541,$14.35,3,$4.78,$0.33,0,"Jul 12, 2021","Mar 30, 2020",3 yrs 6 mos 13 dys
Customer9054,$14.34,1,$14.34,$0.33,0,"May 24, 2020","May 24, 2020",3 yrs 7 mos 21 dys
Customer3824,$226.52,17,$13.32,$8.71,0,"Aug 13, 2023","Mar 24, 2015",2 yrs 1 mo 3 dys
Customer9474,$14.34,1,$14.34,$0.39,0,"Dec 28, 2020","Dec 28, 2020",3 yrs 17 dys
Customer8989,$14.32,1,$14.32,$1.19,0,"Feb 01, 2023","Dec 24, 2022",11 mos 13 dys
Customer2846,$14.31,1,$14.31,$0.40,0,"Feb 14, 2021","Sep 29, 2018",2 yrs 11 mos
Customer3015,$14.30,2,$7.15,$0.35,0,"Jun 23, 2022","Apr 01, 2017",3 yrs 4 mos 26 dys
Customer1841,$14.30,1,$14.30,$0.41,0,"Mar 07, 2021","Nov 20, 2019",2 yrs 10 mos 7 dys
Customer9558,$14.30,1,$14.30,$0.43,0,"May 06, 2021","Jun 08, 2014",2 yrs 8 mos 8 dys
Customer7006,$14.24,1,$14.24,$0.49,0,"Aug 18, 2021","Feb 12, 2017",2 yrs 4 mos 28 dys
Customer6348,$14.24,1,$14.24,$0.45,0,"Jun 05, 2021","Dec 12, 2019",2 yrs 7 mos 9 dys
Customer4375,$14.23,1,$14.23,$0.37,0,"Dec 03, 2020","Sep 23, 2018",3 yrs 1 mo 11 dys
Customer6922,$14.19,2,$7.10,$0.21,0,"Jul 10, 2018","Jul 09, 2018",5 yrs 6 mos 6 dys
Customer4753,$226.34,1,$226.34,$5.80,0,"Oct 18, 2020","Oct 18, 2020",3 yrs 2 mos 27 dys
Customer6477,$14.18,1,$14.18,$0.32,0,"Jun 14, 2020","Jun 14, 2020",3 yrs 7 mos 1 dy
Customer8782,$14.18,1,$14.18,$0.20,0,"Feb 20, 2018","Jan 31, 2016",5 yrs 10 mos 25 dys
Customer6743,$14.18,1,$14.18,$0.24,0,"Feb 23, 2019","Feb 23, 2019",4 yrs 10 mos 22 dys
Customer8182,$14.12,1,$14.12,$1.77,0,"May 22, 2023","Nov 05, 2021",7 mos 23 dys
Customer3343,$14.11,1,$14.11,$0.94,0,"Nov 02, 2022","Oct 23, 2019",1 yr 2 mos 12 dys
Customer4652,$14.09,1,$14.09,$0.33,0,"Jun 25, 2020","Mar 20, 2019",3 yrs 6 mos 20 dys
Customer6226,$14.02,1,$14.02,$0.18,0,"Jul 17, 2017","Jul 17, 2017",6 yrs 5 mos 28 dys
Customer7642,$14.02,1,$14.02,$0.17,0,"Feb 15, 2017","Feb 15, 2017",6 yrs 10 mos 30 dys
Customer5576,$14.02,1,$14.02,$0.25,0,"May 04, 2019","May 04, 2019",4 yrs 8 mos 10 dys
Customer6144,$14.01,1,$14.01,$0.26,0,"Aug 01, 2019","Aug 01, 2019",4 yrs 5 mos 13 dys
Customer3858,$225.69,2,$112.85,$2.26,0,"Apr 02, 2020","Aug 22, 2014",8 yrs 3 mos 27 dys
Customer7251,$13.96,1,$13.96,$3.49,0,"Oct 04, 2023","Jul 14, 2016",3 mos 10 dys
Customer1732,$13.96,1,$13.96,$0.34,0,"Aug 21, 2020","Nov 26, 2017",3 yrs 4 mos 25 dys
Customer3989,$13.96,1,$13.96,$0.39,0,"Jan 22, 2021","Sep 23, 2017",2 yrs 11 mos 23 dys
Customer9535,$13.94,1,$13.94,$0.82,0,"Aug 22, 2022","Jun 06, 2020",1 yr 4 mos 23 dys
Customer4502,$13.94,1,$13.94,$3.49,0,"Oct 03, 2023","Oct 03, 2023",3 mos 11 dys
Customer9373,$13.94,1,$13.94,$0.73,0,"Jul 07, 2022","Apr 17, 2021",1 yr 6 mos 7 dys
Customer5237,$13.94,1,$13.94,$0.48,0,"Aug 17, 2021","Jul 16, 2020",2 yrs 4 mos 28 dys
Customer6643,$13.91,1,$13.91,$1.07,0,"Dec 21, 2022","Aug 27, 2020",1 yr 24 dys
Customer2728,$13.91,1,$13.91,$0.25,0,"Jun 04, 2019","Jun 04, 2019",4 yrs 7 mos 10 dys
Customer6251,$13.91,1,$13.91,$1.74,0,"May 24, 2023","May 24, 2023",7 mos 22 dys
Customer1529,$224.67,8,$28.08,$4.78,0,"Sep 02, 2020","Sep 26, 2019",3 yrs 10 mos 29 dys
Customer6263,$13.91,1,$13.91,$0.93,0,"Oct 29, 2022","Sep 12, 2017",1 yr 2 mos 17 dys
Customer1554,$13.91,1,$13.91,$4.64,0,"Nov 02, 2023","Feb 01, 2019",2 mos 13 dys
Customer3480,$13.91,1,$13.91,$3.48,0,"Sep 28, 2023","Sep 24, 2023",3 mos 18 dys
Customer8765,$13.91,1,$13.91,$0.31,0,"May 09, 2020","May 09, 2020",3 yrs 8 mos 5 dys
Customer8574,$13.91,1,$13.91,$1.55,0,"Apr 25, 2023","Nov 17, 2021",8 mos 20 dys
Customer3050,$13.91,1,$13.91,$2.78,0,"Sep 11, 2023","Sep 11, 2023",4 mos 3 dys
Customer6068,$13.91,1,$13.91,$3.48,0,"Oct 02, 2023","Dec 15, 2020",3 mos 12 dys
Customer6433,$13.90,1,$13.90,$0.53,0,"Dec 11, 2021","Feb 22, 2020",2 yrs 1 mo 3 dys
Customer8490,$13.90,1,$13.90,$1.26,0,"Feb 24, 2023","Apr 09, 2020",10 mos 21 dys
Customer6591,$13.90,1,$13.90,$0.34,0,"Aug 20, 2020","Aug 20, 2020",3 yrs 4 mos 25 dys
Customer7422,$224.45,7,$32.06,$2.91,0,"Nov 20, 2017","Oct 12, 2016",6 yrs 4 mos 1 dy
Customer3553,$13.89,1,$13.89,$0.13,0,"Apr 16, 2015","Apr 16, 2015",8 yrs 8 mos 29 dys
Customer5767,$13.85,1,$13.85,$0.42,0,"Apr 28, 2021","Apr 10, 2020",2 yrs 8 mos 17 dys
Customer5035,$13.85,1,$13.85,$1.54,0,"Apr 30, 2023","Dec 21, 2020",8 mos 15 dys
Customer6271,$13.85,1,$13.85,$0.40,0,"Feb 23, 2021","Feb 23, 2021",2 yrs 10 mos 22 dys
Customer6163,$13.85,1,$13.85,$0.18,0,"Jul 06, 2017","Aug 21, 2016",6 yrs 6 mos 8 dys
Customer7869,$13.85,2,$6.93,$0.36,0,"Jan 14, 2021","Apr 17, 2020",3 yrs 2 mos 2 dys
Customer9941,$13.85,1,$13.85,$4.62,0,"Nov 08, 2023","May 12, 2017",2 mos 6 dys
Customer3530,$13.85,1,$13.85,$0.36,0,"Nov 01, 2020","Sep 19, 2020",3 yrs 2 mos 13 dys
Customer6590,$13.85,1,$13.85,$0.36,0,"Dec 05, 2020","Feb 16, 2014",3 yrs 1 mo 9 dys
Customer5746,$13.85,1,$13.85,$4.62,0,"Nov 01, 2023","Jun 03, 2020",2 mos 13 dys
Customer2521,$224.23,23,$9.75,$6.41,0,"Jul 13, 2023","Oct 14, 2014",2 yrs 10 mos 21 dys
Customer1164,$13.85,1,$13.85,$0.33,0,"Aug 14, 2020","Aug 03, 2015",3 yrs 5 mos
Customer2314,$13.85,1,$13.85,$0.66,0,"Apr 30, 2022","Mar 06, 2019",1 yr 8 mos 15 dys
Customer8194,$13.84,1,$13.84,$0.13,0,"Jun 11, 2015","Jun 11, 2015",8 yrs 7 mos 3 dys
Customer2521,$13.82,1,$13.82,$0.45,0,"Jul 13, 2021","May 11, 2017",2 yrs 6 mos 1 dy
Customer6572,$13.80,1,$13.80,$0.29,0,"Feb 09, 2020","Feb 09, 2020",3 yrs 11 mos 5 dys
Customer8477,$13.80,1,$13.80,$0.81,0,"Sep 14, 2022","Oct 14, 2020",1 yr 4 mos
Customer6549,$13.78,1,$13.78,$0.44,0,"Jul 06, 2021","Jul 06, 2021",2 yrs 6 mos 8 dys
Customer8862,$13.78,1,$13.78,$1.15,0,"Feb 05, 2023","Feb 05, 2023",11 mos 9 dys
Customer4049,$13.77,1,$13.77,$0.57,0,"Jan 18, 2022","Jun 24, 2017",1 yr 11 mos 27 dys
Customer2481,$13.74,1,$13.74,$0.26,0,"Sep 25, 2019","Sep 25, 2019",4 yrs 3 mos 20 dys
Customer5046,$223.92,2,$111.96,$37.32,0,"Aug 07, 2023","Sep 01, 2022",5 mos 26 dys
Customer7586,$13.74,1,$13.74,$0.40,0,"Apr 11, 2021","Apr 11, 2021",2 yrs 9 mos 3 dys
Customer9216,$13.74,1,$13.74,$0.62,0,"Apr 07, 2022","Apr 07, 2022",1 yr 9 mos 7 dys
Customer6232,$13.74,1,$13.74,$0.40,0,"Apr 12, 2021","Apr 10, 2017",2 yrs 9 mos 2 dys
Customer2525,$13.72,1,$13.72,$0.34,0,"Sep 19, 2020","Dec 04, 2016",3 yrs 3 mos 26 dys
Customer8136,$13.70,1,$13.70,$0.34,0,"Sep 19, 2020","Mar 19, 2017",3 yrs 3 mos 26 dys
Customer6490,$13.70,1,$13.70,$0.49,0,"Sep 16, 2021","Mar 30, 2018",2 yrs 3 mos 29 dys
Customer8293,$13.69,1,$13.69,$0.35,0,"Nov 01, 2020","Nov 01, 2020",3 yrs 2 mos 13 dys
Customer3570,$13.64,1,$13.64,$0.65,0,"May 15, 2022","Oct 07, 2015",1 yr 8 mos
Customer7279,$13.63,1,$13.63,$0.18,0,"Sep 03, 2017","Sep 03, 2017",6 yrs 4 mos 11 dys
Customer6926,$13.63,1,$13.63,$0.16,0,"Oct 20, 2016","Oct 20, 2016",7 yrs 2 mos 25 dys
Customer6591,$223.85,16,$13.99,$5.74,0,"Apr 07, 2022","Sep 01, 2018",3 yrs 2 mos 29 dys
Customer3560,$13.63,1,$13.63,$1.05,0,"Jan 02, 2023","Jan 02, 2023",1 yr 12 dys
Customer4498,$13.63,1,$13.63,$0.41,0,"May 13, 2021","May 12, 2017",2 yrs 8 mos 1 dy
Customer5667,$13.62,1,$13.62,$4.54,0,"Oct 30, 2023","Oct 30, 2023",2 mos 15 dys
Customer6214,$13.57,1,$13.57,$0.19,0,"Mar 10, 2018","Mar 10, 2018",5 yrs 10 mos 4 dys
Customer2658,$13.56,2,$6.78,$0.13,0,"Jul 03, 2015","Mar 27, 2015",8 yrs 9 mos 19 dys
Customer1844,$13.52,1,$13.52,$0.37,0,"Dec 17, 2020","Jun 11, 2015",3 yrs 28 dys
Customer4880,$13.52,1,$13.52,$0.38,0,"Jan 23, 2021","Aug 27, 2018",2 yrs 11 mos 22 dys
Customer2187,$13.46,1,$13.46,$0.43,0,"Jul 11, 2021","Sep 01, 2016",2 yrs 6 mos 4 dys
Customer2195,$13.46,1,$13.46,$0.31,0,"Jun 11, 2020","Mar 07, 2016",3 yrs 7 mos 3 dys
Customer1118,$13.46,1,$13.46,$0.24,0,"Jun 03, 2019","Jun 03, 2019",4 yrs 7 mos 12 dys
Customer4631,$223.67,11,$20.33,$3.39,0,"Aug 01, 2019","May 31, 2017",5 yrs 5 mos 17 dys
Customer5230,$13.45,1,$13.45,$0.15,0,"Jun 21, 2016","Jun 21, 2016",7 yrs 6 mos 24 dys
Customer2753,$13.41,1,$13.41,$0.31,0,"Jul 15, 2020","Jul 15, 2020",3 yrs 5 mos 30 dys
Customer9047,$13.41,1,$13.41,$0.21,0,"Oct 19, 2018","Oct 19, 2018",5 yrs 2 mos 27 dys
Customer1046,$13.41,2,$6.71,$0.41,0,"May 13, 2022","Apr 30, 2021",2 yrs 8 mos 15 dys
Customer3843,$13.41,1,$13.41,$0.36,0,"Jan 11, 2021","Jan 21, 2020",3 yrs 3 dys
Customer8795,$13.38,1,$13.38,$0.35,0,"Dec 14, 2020","Mar 04, 2019",3 yrs 1 mo
Customer5388,$13.38,2,$6.69,$2.23,0,"Aug 04, 2023","Aug 01, 2023",5 mos 13 dys
Customer2514,$13.35,1,$13.35,$0.64,0,"May 08, 2022","Dec 11, 2017",1 yr 8 mos 6 dys
Customer7253,$13.35,1,$13.35,$0.45,0,"Jul 21, 2021","Mar 02, 2021",2 yrs 5 mos 24 dys
Customer2410,$13.35,1,$13.35,$2.67,0,"Aug 22, 2023","Aug 22, 2023",4 mos 23 dys
Customer4567,$951.43,19,$50.08,$47.57,0,"Jan 04, 2024","Feb 20, 2021",1 yr 7 mos 12 dys
Customer3773,$223.58,2,$111.79,$11.77,0,"Aug 29, 2022","Aug 19, 2019",1 yr 6 mos 23 dys
Customer5872,$13.34,1,$13.34,$0.30,0,"May 20, 2020","May 20, 2020",3 yrs 7 mos 25 dys
Customer6383,$13.34,1,$13.34,$6.67,0,"Nov 19, 2023","Aug 06, 2021",1 mo 26 dys
Customer5100,$13.34,1,$13.34,$0.51,0,"Dec 01, 2021","Feb 07, 2020",2 yrs 1 mo 13 dys
Customer8201,$13.34,1,$13.34,$1.67,0,"Jun 05, 2023","Nov 22, 2017",7 mos 9 dys
Customer2987,$13.29,1,$13.29,$3.32,0,"Sep 25, 2023","Sep 25, 2023",3 mos 21 dys
Customer2406,$13.26,1,$13.26,$0.33,0,"Sep 16, 2020","Mar 29, 2019",3 yrs 3 mos 29 dys
Customer3388,$13.25,1,$13.25,$0.55,0,"Jan 19, 2022","Jan 19, 2022",1 yr 11 mos 26 dys
Customer6031,$13.24,1,$13.24,$0.20,0,"Sep 02, 2018","Sep 02, 2018",5 yrs 4 mos 12 dys
Customer9525,$13.24,1,$13.24,$0.29,0,"Mar 26, 2020","Mar 26, 2020",3 yrs 9 mos 19 dys
Customer3596,$13.23,1,$13.23,$0.13,0,"Jun 12, 2015","Jun 12, 2015",8 yrs 7 mos 2 dys
Customer3289,$223.50,4,$55.88,$9.31,0,"May 27, 2022","Dec 08, 2013",1 yr 11 mos 3 dys
Customer3742,$13.23,1,$13.23,$0.55,0,"Jan 27, 2022","Jan 27, 2022",1 yr 11 mos 18 dys
Customer5008,$13.22,1,$13.22,$1.02,0,"Dec 19, 2022","Mar 14, 2020",1 yr 26 dys
Customer9037,$13.22,1,$13.22,$6.61,0,"Nov 22, 2023","May 15, 2016",1 mo 23 dys
Customer5562,$13.22,1,$13.22,$3.31,0,"Oct 08, 2023","Dec 03, 2018",3 mos 6 dys
Customer3177,$13.19,1,$13.19,$0.29,0,"Apr 26, 2020","Apr 26, 2020",3 yrs 8 mos 19 dys
Customer7941,$13.19,1,$13.19,$0.31,0,"Aug 07, 2020","Apr 30, 2020",3 yrs 5 mos 7 dys
Customer9745,$13.18,1,$13.18,$0.47,0,"Sep 27, 2021","Dec 28, 2016",2 yrs 3 mos 19 dys
Customer9707,$13.17,1,$13.17,$1.65,0,"May 23, 2023","May 31, 2015",7 mos 22 dys
Customer6704,$13.16,1,$13.16,$6.58,0,"Dec 07, 2023","Dec 07, 2023",1 mo 7 dys
Customer6579,$13.14,1,$13.14,$0.13,0,"Nov 27, 2015","Nov 27, 2015",8 yrs 1 mo 18 dys
Customer2860,$222.95,8,$27.87,$2.10,0,"Oct 14, 2015","Mar 16, 2015",8 yrs 9 mos 30 dys
Customer5182,$13.13,1,$13.13,$6.57,0,"Nov 27, 2023","Jan 10, 2021",1 mo 18 dys
Customer5284,$13.12,1,$13.12,$0.44,0,"Jul 19, 2021","Mar 21, 2016",2 yrs 5 mos 26 dys
Customer3736,$13.07,1,$13.07,$0.40,0,"Apr 30, 2021","Apr 30, 2021",2 yrs 8 mos 16 dys
Customer6377,$13.07,1,$13.07,$0.33,0,"Oct 08, 2020","Sep 02, 2020",3 yrs 3 mos 6 dys
Customer2746,$13.06,2,$6.53,$0.30,0,"Jun 13, 2020","Mar 25, 2020",3 yrs 7 mos 1 dy
Customer6602,$12.99,1,$12.99,$0.25,0,"Aug 30, 2019","Nov 04, 2016",4 yrs 4 mos 15 dys
Customer2364,$12.97,1,$12.97,$0.17,0,"Sep 27, 2017","Sep 27, 2017",6 yrs 3 mos 19 dys
Customer4599,$12.95,1,$12.95,$0.12,0,"Apr 10, 2015","Apr 10, 2015",8 yrs 9 mos 4 dys
Customer9804,$12.91,1,$12.91,$0.32,0,"Sep 19, 2020","Sep 19, 2020",3 yrs 3 mos 26 dys
Customer8395,$12.91,1,$12.91,$0.50,0,"Dec 11, 2021","Dec 11, 2021",2 yrs 1 mo 3 dys
Customer1644,$222.52,16,$13.91,$5.30,0,"Jan 03, 2024","Sep 13, 2017",3 yrs 5 mos 10 dys
Customer8346,$12.91,1,$12.91,$0.30,0,"Jul 05, 2020","Oct 07, 2017",3 yrs 6 mos 9 dys
Customer3139,$12.89,1,$12.89,$0.76,0,"Aug 29, 2022","Oct 23, 2021",1 yr 4 mos 16 dys
Customer3090,$12.86,1,$12.86,$0.33,0,"Nov 14, 2020","Jan 17, 2020",3 yrs 2 mos
Customer2413,$12.83,1,$12.83,$0.71,0,"Jul 24, 2022","Apr 29, 2020",1 yr 5 mos 21 dys
Customer3353,$12.83,1,$12.83,$0.71,0,"Aug 15, 2022","Jan 09, 2018",1 yr 4 mos 30 dys
Customer7675,$12.80,1,$12.80,$0.58,0,"Mar 23, 2022","Jul 16, 2021",1 yr 9 mos 22 dys
Customer9178,$12.79,1,$12.79,$0.46,0,"Oct 11, 2021","Jun 07, 2020",2 yrs 3 mos 3 dys
Customer7884,$12.79,1,$12.79,$3.20,0,"Sep 26, 2023","Sep 26, 2023",3 mos 19 dys
Customer4947,$12.79,1,$12.79,$1.16,0,"Mar 05, 2023","Sep 24, 2017",10 mos 9 dys
Customer8581,$12.79,1,$12.79,$0.67,0,"Jul 05, 2022","Dec 01, 2020",1 yr 6 mos 9 dys
Customer6178,$222.25,3,$74.08,$2.53,0,"Apr 01, 2020","Jun 29, 2015",7 yrs 3 mos 5 dys
Customer5685,$12.79,1,$12.79,$1.83,0,"Jun 16, 2023","Jul 12, 2020",6 mos 29 dys
Customer2187,$12.79,1,$12.79,$3.20,0,"Oct 02, 2023","Oct 02, 2023",3 mos 12 dys
Customer4837,$12.79,1,$12.79,$2.13,0,"Aug 01, 2023","Aug 22, 2020",5 mos 13 dys
Customer9792,$12.79,1,$12.79,$0.15,0,"Dec 02, 2016","Dec 02, 2016",7 yrs 1 mo 12 dys
Customer9348,$12.79,1,$12.79,$1.60,0,"Jun 15, 2023","Dec 18, 2016",7 mos
Customer2289,$12.79,1,$12.79,$0.47,0,"Oct 17, 2021","Sep 19, 2021",2 yrs 2 mos 28 dys
Customer6392,$12.79,1,$12.79,$0.80,0,"Sep 28, 2022","Sep 28, 2022",1 yr 3 mos 17 dys
Customer9525,$12.78,1,$12.78,$0.56,0,"Mar 11, 2022","Jul 16, 2019",1 yr 10 mos 3 dys
Customer3073,$12.74,1,$12.74,$0.32,0,"Sep 17, 2020","Sep 17, 2020",3 yrs 3 mos 29 dys
Customer4693,$12.74,1,$12.74,$0.51,0,"Dec 30, 2021","Dec 30, 2021",2 yrs 15 dys
Customer7465,$221.89,15,$14.79,$22.19,1,"Oct 22, 2023","Nov 28, 2017",9 mos 27 dys
Customer8024,$12.68,1,$12.68,$0.30,0,"Aug 06, 2020","Dec 16, 2019",3 yrs 5 mos 9 dys
Customer4490,$12.67,1,$12.67,$0.42,0,"Jul 18, 2021","Nov 24, 2016",2 yrs 5 mos 28 dys
Customer2243,$12.67,1,$12.67,$0.19,0,"May 18, 2018","May 18, 2018",5 yrs 7 mos 27 dys
Customer4200,$12.63,1,$12.63,$1.58,0,"Jun 07, 2023","Oct 22, 2019",7 mos 7 dys
Customer3564,$12.63,1,$12.63,$0.90,0,"Dec 13, 2022","Mar 13, 2019",1 yr 1 mo 1 dy
Customer5403,$12.63,1,$12.63,$0.30,0,"Aug 03, 2020","Aug 03, 2020",3 yrs 5 mos 12 dys
Customer1463,$12.63,1,$12.63,$0.16,0,"Sep 11, 2017","Sep 11, 2017",6 yrs 4 mos 3 dys
Customer6893,$12.63,1,$12.63,$0.47,0,"Oct 31, 2021","Aug 10, 2021",2 yrs 2 mos 14 dys
Customer1997,$12.57,1,$12.57,$0.34,0,"Jan 15, 2021","Jan 15, 2021",2 yrs 11 mos 30 dys
Customer9067,$12.57,1,$12.57,$0.39,0,"Jun 03, 2021","Sep 04, 2016",2 yrs 7 mos 11 dys
Customer2311,$221.73,5,$44.35,$2.49,0,"Jun 04, 2022","Sep 13, 2016",7 yrs 4 mos 1 dy
Customer6214,$12.57,1,$12.57,$0.31,0,"Aug 31, 2020","Aug 26, 2020",3 yrs 4 mos 15 dys
Customer5104,$12.57,2,$6.29,$1.40,0,"May 05, 2023","Apr 25, 2023",8 mos 18 dys
Customer6156,$12.57,1,$12.57,$0.29,0,"Jun 04, 2020","Jan 20, 2019",3 yrs 7 mos 10 dys
Customer9187,$12.57,1,$12.57,$0.66,0,"Jul 06, 2022","Jul 06, 2022",1 yr 6 mos 8 dys
Customer9990,$12.57,1,$12.57,$0.39,0,"Jun 03, 2021","Dec 06, 2019",2 yrs 7 mos 11 dys
Customer5633,$12.55,1,$12.55,$6.28,0,"Dec 07, 2023","Jan 03, 2020",1 mo 7 dys
Customer8076,$12.52,1,$12.52,$12.52,1,"Dec 19, 2023","Jan 11, 2022",26 dys
Customer6374,$12.52,1,$12.52,$1.39,0,"May 09, 2023","May 09, 2023",8 mos 6 dys
Customer9875,$12.47,1,$12.47,$6.24,0,"Dec 12, 2023","Nov 16, 2016",1 mo 2 dys
Customer6432,$12.46,1,$12.46,$0.16,0,"Jun 07, 2017","Jun 07, 2017",6 yrs 7 mos 8 dys
Customer2495,$221.51,5,$44.30,$7.91,0,"Nov 01, 2022","Aug 28, 2019",2 yrs 3 mos 28 dys
Customer4497,$12.45,1,$12.45,$1.25,0,"Apr 03, 2023","Apr 03, 2023",9 mos 11 dys
Customer8679,$12.45,1,$12.45,$1.25,0,"Mar 21, 2023","Oct 16, 2020",9 mos 25 dys
Customer7327,$12.45,2,$6.23,$1.56,0,"Jul 09, 2023","Mar 25, 2022",7 mos 26 dys
Customer3385,$12.44,1,$12.44,$1.78,0,"Jul 01, 2023","Nov 20, 2015",6 mos 13 dys
Customer9616,$12.40,1,$12.40,$0.34,0,"Jan 26, 2021","Jan 26, 2021",2 yrs 11 mos 19 dys
Customer3131,$12.37,1,$12.37,$0.21,0,"Mar 22, 2019","Mar 22, 2019",4 yrs 9 mos 24 dys
Customer3924,$12.34,1,$12.34,$0.29,0,"Jun 27, 2020","Jul 26, 2019",3 yrs 6 mos 18 dys
Customer3465,$12.34,1,$12.34,$0.30,0,"Aug 17, 2020","Jul 11, 2019",3 yrs 4 mos 28 dys
Customer6541,$12.27,1,$12.27,$0.27,0,"Apr 18, 2020","Apr 18, 2020",3 yrs 8 mos 27 dys
Customer7942,$12.24,1,$12.24,$0.87,0,"Nov 25, 2022","Jun 18, 2021",1 yr 1 mo 20 dys
Customer4439,$221.10,5,$44.22,$5.03,0,"Nov 16, 2022","Oct 09, 2016",3 yrs 7 mos 9 dys
Customer9086,$12.24,1,$12.24,$0.12,0,"Dec 06, 2015","Dec 05, 2015",8 yrs 1 mo 8 dys
Customer7748,$12.24,1,$12.24,$0.27,0,"May 09, 2020","Mar 18, 2020",3 yrs 8 mos 5 dys
Customer7309,$12.24,1,$12.24,$0.37,0,"May 09, 2021","Nov 20, 2016",2 yrs 8 mos 5 dys
Customer5197,$12.24,1,$12.24,$2.45,0,"Aug 17, 2023","Nov 18, 2021",4 mos 28 dys
Customer4016,$12.24,1,$12.24,$2.45,0,"Sep 08, 2023","Jun 27, 2015",4 mos 6 dys
Customer9657,$12.24,1,$12.24,$0.64,0,"Jun 18, 2022","Dec 14, 2017",1 yr 6 mos 28 dys
Customer7511,$12.13,1,$12.13,$0.29,0,"Aug 05, 2020","Aug 05, 2020",3 yrs 5 mos 10 dys
Customer4668,$12.13,1,$12.13,$2.02,0,"Aug 01, 2023","Dec 08, 2020",5 mos 13 dys
Customer4370,$12.13,1,$12.13,$0.14,0,"Oct 10, 2016","Oct 10, 2016",7 yrs 3 mos 5 dys
Customer3295,$12.13,1,$12.13,$0.13,0,"Jan 07, 2016","Sep 15, 2015",8 yrs 7 dys
Customer7329,$218.99,1,$218.99,$3.27,0,"Jun 28, 2018","Jun 26, 2018",5 yrs 6 mos 17 dys
Customer7622,$12.13,1,$12.13,$0.43,0,"Sep 21, 2021","Sep 21, 2021",2 yrs 3 mos 25 dys
Customer1624,$12.13,1,$12.13,$0.76,0,"Sep 25, 2022","Oct 17, 2018",1 yr 3 mos 20 dys
Customer3746,$12.13,1,$12.13,$0.17,0,"Feb 07, 2018","Sep 27, 2017",5 yrs 11 mos 7 dys
Customer3614,$12.12,1,$12.12,$0.43,0,"Sep 28, 2021","Mar 03, 2018",2 yrs 3 mos 17 dys
Customer3358,$12.02,1,$12.02,$0.19,0,"Nov 16, 2018","Oct 26, 2014",5 yrs 1 mo 29 dys
Customer3794,$12.00,1,$12.00,$1.50,0,"Jun 12, 2023","Jan 19, 2023",7 mos 2 dys
Customer9414,$12.00,1,$12.00,$0.27,0,"May 23, 2020","May 23, 2020",3 yrs 7 mos 22 dys
Customer9688,$12.00,1,$12.00,$3.00,0,"Sep 30, 2023","Nov 12, 2017",3 mos 15 dys
Customer1976,$12.00,1,$12.00,$0.71,0,"Aug 19, 2022","Oct 10, 2020",1 yr 4 mos 26 dys
Customer3106,$12.00,1,$12.00,$0.57,0,"Apr 22, 2022","Aug 03, 2019",1 yr 8 mos 24 dys
Customer3267,$942.13,9,$104.68,$24.79,0,"Oct 13, 2023","Nov 18, 2020",3 yrs 1 mo 27 dys
Customer2145,$218.81,9,$24.31,$4.86,0,"Mar 25, 2023","Apr 04, 2020",3 yrs 8 mos 4 dys
Customer1603,$11.99,1,$11.99,$2.40,0,"Sep 08, 2023","Nov 20, 2017",4 mos 6 dys
Customer6465,$11.96,1,$11.96,$0.29,0,"Aug 16, 2020","May 27, 2017",3 yrs 4 mos 29 dys
